loss,acc,val_loss,val_acc
1.2393219864114802,90.452126,1.3105868301893535,86.471054
1.2322754669696727,90.706116,1.3082649256053724,86.560524
1.2290257095022405,90.776596,1.3063849825608103,86.62105
1.22635562052118,90.9242,1.3063702997408415,86.686844
1.2201081070494144,91.1742,1.3023433421787463,86.70789
1.2154041807702247,91.297874,1.3014181864889045,86.79736
1.2179396742201867,91.28059,1.3020366932216443,86.721054
1.2133293361105817,91.41223,1.300770522418775,86.868416
1.2110159257625013,91.53191,1.297724323523672,87.0921
1.2116178819473753,91.40824,1.3004974365234374,86.96579
1.2086336606360497,91.464096,1.3015310425507396,86.87631
1.207518330279817,91.69681,1.3003861226533588,86.77368
1.2030665563776137,91.75399,1.2984841133418836,86.834206
1.2011033956040726,91.94681,1.2971267486873426,86.93158
1.1998269868657945,91.922874,1.2965925994672274,86.98947
1.1985451750298763,91.96276,1.2989790301573905,86.99737
1.195878638232008,92.0625,1.2949406674033717,87.0079
1.1957488852612517,92.190155,1.2987573661302265,86.85526
1.1948730590495658,92.05984,1.2963697408374988,87.07105
1.1919192120115807,92.19946,1.2987216911817852,86.95526
1.191148910750734,92.194145,1.2989154702738712,86.87368
1.1894835759984685,92.26994,1.2954595892052903,86.9421
1.1896982865130648,92.25,1.2989341397034495,86.878944
1.1903227605718247,92.30186,1.2981241577549985,86.95263
1.1855510200591797,92.55851,1.2955071085377743,86.79211
1.1839598163645317,92.5,1.2951644044173392,87.19473
1.184297318788285,92.39229,1.297104879429466,86.960526
1.181585930129315,92.623665,1.2962465173319766,87.11316
1.1754018626314529,92.87633,1.2920229158903422,87.18421
1.1727761803789343,92.92686,1.2881321417657952,87.5079
1.1732699021379998,92.96675,1.2901336870695415,87.37631
1.1717921260823594,92.95744,1.2912015187112909,87.32105
1.1700268457544611,93.06649,1.2884736286966425,87.32105
1.1720341076242162,92.99601,1.287088414242393,87.436844
1.1711020913529904,93.07979,1.288807635558279,87.40789
1.1681326278980741,93.260635,1.2901327082985325,87.278946
1.1713275712855318,93.01994,1.291120561800505,87.310524
1.168435553286938,93.164894,1.2890244408657676,87.35526
1.1696274882935462,93.039894,1.2896548584887857,87.32632
1.1701519622447643,93.04255,1.2911581516265869,87.18158
1.170260378654967,93.06383,1.2904626469863087,87.413155
1.167678340318355,93.29122,1.2879184032741346,87.3421
1.1686057568864618,93.13431,1.2906181573867799,87.186844
1.1659951425613242,93.21809,1.2916589034231085,87.368416
1.1687003843327786,93.22606,1.2881218420831781,87.278946
1.1677343604412485,93.22208,1.290079190856532,87.255264
1.1688570792370654,93.13032,1.2889816685726767,87.26052
1.1666979485369744,93.252655,1.290113021198072,87.33947
1.1690194752622158,93.089096,1.2901759875448127,87.23947
1.1636376774057429,93.46276,1.2895150724210238,87.26052
1.1676935781823827,93.276596,1.2906874154743395,87.2579
1.166705109337543,93.22074,1.2884903506228798,87.2421
1.1664023684694411,93.27792,1.2914233546507985,87.17895
1.166321599103035,93.21276,1.2918540088753951,87.30789
1.165008172709891,93.32048,1.2895010885439422,87.38947
1.1656202153956636,93.21276,1.2908082510295666,87.21316
1.1656070567191916,93.29122,1.2897834652348568,87.197365
1.1673913667810725,93.27128,1.2898657610541895,87.20526
